true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.925,23.125,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9225000000000001,87.6375,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.7525,41.3875,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8925000000000001,71.4,High
IR,IR,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.735,18.375,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.775,77.5,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.945,28.349999999999998,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.965,91.675,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.685,17.125,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9575,95.75,Critical
B,B,1.0,Separator Bearing,0.3,0.9299999999999999,27.9,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9775,78.2,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.9425,47.125,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
B,B,1.0,Separator Bearing,0.3,0.975,29.25,Low
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9425,75.4,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9875,98.75,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.98,24.5,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.98,24.5,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9924999999999999,94.2875,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.97,97.0,Critical
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.985,24.625,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.965,28.95,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.9125000000000001,73.00000000000001,High
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.825,41.25,Medium
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9450000000000001,94.5,Critical
B,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9524999999999999,90.48749999999998,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.98,24.5,Low
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.89,71.2,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.94,23.5,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Mill Shell Liners,0.55,0.94,51.7,Medium
Normal,Normal,0.0,Girth Gear / Pinion / Gearbox,0.95,1.0,0.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.72,72.0,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.97,92.15,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9924999999999999,99.25,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.8775,43.875,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.885,22.125,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.955,76.4,High
B,B,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.9075,45.375,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.905,45.25,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.935,23.375,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.96,96.0,Critical
Normal,Normal,0.53,Separator Bearing,0.3,0.505,8.0295,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
B,B,1.0,Separator Bearing,0.3,0.885,26.55,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Shell Liners,0.55,0.8925000000000001,49.087500000000006,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9375,93.75,Critical
B,B,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9025000000000001,22.562500000000004,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.965,96.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.96,24.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9724999999999999,77.8,High
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9724999999999999,97.24999999999999,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
Normal,Normal,0.015000000000000013,Mill Shell Liners,0.55,0.9875,0.8146875000000008,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.985,49.25,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9624999999999999,24.062499999999996,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.78,19.5,Low
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.9524999999999999,47.62499999999999,Medium
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.8374999999999999,79.56249999999999,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9475,94.75,Critical
B,B,1.0,Separator Bearing,0.3,0.925,27.750000000000004,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9875,98.75,Critical
OR,OR,1.0,Separator Bearing,0.3,0.895,26.85,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8500000000000001,21.250000000000004,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.9724999999999999,53.4875,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.97,48.5,Medium
B,B,1.0,Separator Bearing,0.3,0.99,29.7,Low
IR,IR,1.0,Separator Bearing,0.3,0.9775,29.325000000000003,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.915,73.2,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7775,73.8625,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.99,54.449999999999996,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Shell Liners,0.55,0.7725,42.4875,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.9724999999999999,77.8,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.93,93.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8175,65.4,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8175,81.75,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9075,22.6875,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.6925,65.7875,High
OR,OR,1.0,Mill Shell Liners,0.55,0.97,53.349999999999994,Medium
B,B,1.0,Mill Shell Liners,0.55,0.8474999999999999,46.612500000000004,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.8574999999999999,81.46249999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.97,92.15,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.92,27.6,Low
IR,IR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.985,24.625,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
Normal,Normal,0.015000000000000013,Trunnion Bearing (Ball Mill),1.0,0.985,1.4775000000000011,Low
B,B,1.0,Mill Shell Liners,0.55,0.97,53.349999999999994,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.9375,46.875,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.94,23.5,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.855,81.225,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9575,23.9375,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.955,90.725,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9575,90.9625,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.975,92.62499999999999,Critical
IR,B,1.0,Mill Shell Liners,0.55,0.76,41.800000000000004,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.755,37.75,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.91,86.44999999999999,Critical
OR,OR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.98,98.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.8825000000000001,48.53750000000001,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.96,48.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.97,29.099999999999998,Low
IR,B,1.0,Grinding Table / Rollers (VRM),0.8,0.58,46.4,Medium
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.8125,44.6875,Medium
IR,IR,1.0,Separator Bearing,0.3,0.9275,27.825,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.96,24.0,Low
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.985,54.175000000000004,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.97,97.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.95,52.25,Medium
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.965,91.675,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9275,88.1125,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8925000000000001,71.4,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.895,89.5,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.925,92.5,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.8325,24.975,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.8775,87.75,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.965,96.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.95,23.75,Low
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Separator Bearing,0.3,0.95,28.499999999999996,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.86,68.80000000000001,High
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.825,41.25,Medium
Normal,Normal,0.020000000000000018,Separator Bearing,0.3,0.9824999999999999,0.5895000000000005,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,OR,1.0,Main Drive Motor Bearing,0.5,0.575,28.749999999999996,Low
B,B,0.995,Main Drive Motor Bearing,0.5,0.9875,49.128125,Medium
OR,OR,1.0,Separator Bearing,0.3,0.8,24.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.9325,27.975,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.9575,52.6625,Medium
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.9475,52.112500000000004,Medium
B,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.6725,16.8125,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.975,24.375,Low
OR,OR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
B,B,1.0,Mill Shell Liners,0.55,0.815,44.824999999999996,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.905,45.25,Medium
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.98,93.1,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.91,86.44999999999999,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8625,86.25,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.915,91.5,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7075,67.21249999999999,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9775,48.875,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9325,74.6,High
OR,OR,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.7625,38.125,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.9924999999999999,29.774999999999995,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8925000000000001,22.3125,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.53,13.25,Low
B,B,1.0,Separator Bearing,0.3,0.61,18.3,Low
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Separator Bearing,0.3,0.9575,28.725,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,0.87,47.85,Medium
B,B,1.0,Mill Shell Liners,0.55,0.8825000000000001,48.53750000000001,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.97,24.25,Low
B,B,0.995,Separator Bearing,0.3,0.7725,23.059124999999998,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.8875,48.8125,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Separator Bearing,0.3,0.8925000000000001,26.775,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Separator Bearing,0.3,0.9524999999999999,28.574999999999996,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9375,93.75,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9824999999999999,93.33749999999998,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.77,38.5,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.94,23.5,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8300000000000001,20.75,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.8125,81.25,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.5175,25.874999999999996,Low
B,IR,1.0,Separator Bearing,0.3,0.5725,17.174999999999997,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.75,75.0,High
IR,IR,1.0,Mill Shell Liners,0.55,0.8625,47.43750000000001,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9824999999999999,24.5625,Low
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9924999999999999,99.25,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.955,23.875,Low
