true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8274999999999999,66.19999999999999,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9675,96.75,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.875,48.12500000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.89,71.2,High
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.97,63.05,High
B,B,1.0,Countershaft Bearing,0.55,0.925,50.875,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9225000000000001,73.80000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.7525,48.912499999999994,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8925000000000001,71.4,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.735,40.425,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.775,77.5,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.945,51.975,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.965,96.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.685,37.67500000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
B,B,1.0,Countershaft Bearing,0.55,0.9299999999999999,51.15,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
B,B,1.0,Drive Motor Bearing,0.65,0.9425,61.262499999999996,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9425,75.4,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9875,98.75,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9924999999999999,99.25,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.97,97.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.965,62.724999999999994,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9125000000000001,73.00000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.825,53.625,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9450000000000001,94.5,Critical
B,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9524999999999999,95.24999999999999,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
B,B,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.89,71.2,High
OR,OR,1.0,Countershaft Bearing,0.55,0.94,51.7,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.94,75.2,High
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.72,72.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9924999999999999,99.25,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.8775,57.037499999999994,High
B,B,1.0,Countershaft Bearing,0.55,0.885,48.675000000000004,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.955,76.4,High
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.9075,58.987500000000004,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.905,58.825,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.935,51.42500000000001,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.96,96.0,Critical
Normal,Normal,0.53,Drive Motor Bearing,0.65,0.505,17.39725,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.885,57.525000000000006,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8925000000000001,71.4,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9375,93.75,Critical
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.9025000000000001,49.63750000000001,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.965,96.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,77.8,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9724999999999999,97.24999999999999,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.015000000000000013,Drive Motor Bearing,0.65,0.9875,0.9628125000000008,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
B,B,1.0,Countershaft Bearing,0.55,0.78,42.900000000000006,Medium
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.9524999999999999,61.912499999999994,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8374999999999999,83.74999999999999,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9475,94.75,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.925,60.12500000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9875,98.75,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.895,58.175,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.8500000000000001,46.75000000000001,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,77.8,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.97,63.05,High
B,B,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.9775,53.7625,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.915,73.2,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7775,62.2,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.7725,50.212500000000006,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,77.8,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.93,93.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8175,65.4,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8175,81.75,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.9075,49.9125,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6925,55.400000000000006,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.8474999999999999,55.0875,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8574999999999999,68.6,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.97,97.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.92,59.80000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
B,B,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
Normal,Normal,0.015000000000000013,Eccentric / Main Shaft Bearing,1.0,0.985,1.4775000000000011,Low
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.9375,60.9375,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.94,51.7,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.855,85.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9575,52.6625,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.955,95.5,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9575,76.6,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
IR,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.76,60.80000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.755,49.075,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.91,91.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8825000000000001,70.60000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.96,62.4,High
IR,IR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
IR,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.58,46.4,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.8125,52.81250000000001,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.9275,60.28750000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.97,97.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.95,76.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.965,96.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9275,92.75,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8925000000000001,71.4,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.895,89.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.8325,45.7875,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.8775,87.75,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.965,96.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
IR,IR,1.0,Countershaft Bearing,0.55,0.95,52.25,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.95,52.25,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.86,68.80000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.825,53.625,Medium
Normal,Normal,0.020000000000000018,Countershaft Bearing,0.55,0.9824999999999999,1.080750000000001,Low
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,OR,1.0,Drive Motor Bearing,0.65,0.575,37.375,Medium
B,B,0.995,Drive Motor Bearing,0.65,0.9875,63.866562500000015,High
OR,OR,1.0,Countershaft Bearing,0.55,0.8,44.00000000000001,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.9325,60.612500000000004,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9575,62.237500000000004,High
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.9475,61.587500000000006,High
B,OR,1.0,Countershaft Bearing,0.55,0.6725,36.987500000000004,Medium
B,B,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.815,65.2,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.905,58.825,High
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.91,72.80000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8625,86.25,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.915,91.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7075,70.75,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9775,63.5375,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9325,74.6,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.7625,49.5625,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.8925000000000001,49.087500000000006,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.53,29.150000000000002,Low
B,B,1.0,Countershaft Bearing,0.55,0.61,33.550000000000004,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.9575,52.6625,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.87,69.60000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.8825000000000001,57.362500000000004,High
B,B,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
B,B,0.995,Countershaft Bearing,0.55,0.7725,42.2750625,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8875,71.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.8925000000000001,49.087500000000006,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9524999999999999,61.912499999999994,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9375,93.75,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9824999999999999,98.25,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.77,50.050000000000004,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.94,51.7,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.8300000000000001,45.650000000000006,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
