true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8775,70.19999999999999,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9924999999999999,64.51249999999999,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9275,60.28750000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8,60.00000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9524999999999999,33.33749999999999,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9875,79.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.935,74.80000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.885,57.525000000000006,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.905,58.825,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8674999999999999,65.0625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8274999999999999,62.0625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9675,77.4,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.875,30.624999999999996,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.89,66.75,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.97,63.05,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.925,32.375,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9225000000000001,69.1875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7525,48.912499999999994,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8925000000000001,66.9375,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.735,25.724999999999998,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.775,62.000000000000014,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.945,33.074999999999996,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.965,77.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.685,23.974999999999998,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9575,76.6,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9299999999999999,32.55,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9425,61.262499999999996,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9425,70.6875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9875,79.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9924999999999999,79.4,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.965,62.724999999999994,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9125000000000001,68.4375,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.825,53.625,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9450000000000001,75.60000000000001,High
B,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9524999999999999,76.2,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.89,66.75,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.94,32.9,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.94,70.5,High
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.72,57.599999999999994,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9924999999999999,79.4,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8775,57.037499999999994,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.885,30.974999999999998,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9075,58.987500000000004,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.905,58.825,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.935,32.725,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
Normal,Normal,0.53,Palletizer Servo Drive / Gripper Bearing,0.65,0.505,17.39725,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.885,57.525000000000006,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8925000000000001,66.9375,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9375,75.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9025000000000001,31.587500000000002,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.965,77.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9724999999999999,72.93749999999999,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9724999999999999,77.8,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.015000000000000013,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,0.9628125000000008,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9624999999999999,33.68749999999999,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.78,27.299999999999997,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9524999999999999,61.912499999999994,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8374999999999999,67.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9475,75.8,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.925,60.12500000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9875,79.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.895,58.175,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8500000000000001,29.75,Low
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9724999999999999,72.93749999999999,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.97,63.05,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9775,34.2125,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7775,58.3125,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7725,50.212500000000006,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9724999999999999,72.93749999999999,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.93,74.4,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8175,61.3125,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8175,65.4,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9075,31.7625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.6925,51.9375,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8474999999999999,55.0875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8574999999999999,64.3125,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.92,59.80000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
Normal,Normal,0.015000000000000013,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,1.182000000000001,Low
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9375,60.9375,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.94,32.9,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.855,68.4,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9575,33.5125,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.955,76.4,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9575,71.8125,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.975,78.0,High
IR,B,1.0,Impeller / Filling Head Bearing,0.75,0.76,57.00000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.755,49.075,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.91,72.80000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.98,78.4,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.96,62.4,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
IR,B,1.0,Impeller / Filling Head Bearing,0.75,0.58,43.49999999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8125,52.81250000000001,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9275,60.28750000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.965,77.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9275,74.2,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8925000000000001,66.9375,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.895,71.60000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8325,29.1375,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.8775,70.19999999999999,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.965,77.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.95,33.24999999999999,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.95,33.24999999999999,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.985,78.8,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.86,64.5,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.825,53.625,Medium
Normal,Normal,0.020000000000000018,Conveyor Belt / Roller Bearing,0.35,0.9824999999999999,0.6877500000000005,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.575,37.375,Medium
B,B,0.995,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,63.866562500000015,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8,27.999999999999996,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9325,60.612500000000004,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9575,62.237500000000004,High
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9475,61.587500000000006,High
B,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.6725,23.537499999999998,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.815,61.12499999999999,High
